id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
502126,carlos nunez,m,16/02/2026,365.49,mixco,services
503650,valeria aguilar,f,2026-01-05,184.53,villa nueva,services
503719,patricia ramirez,f,2026-01-16,444.67,amatitlan,retail
502199,ricardo vargas,m,20/02/2026,desconocido,quetzaltenango,services
503484,isabel lima,f,05/01/2026,348.56,escuintla,food
504092,carlos gomez,m,2026-01-04,194.49,quetzaltenango,retail
501571,jose gomez,f,2026-02-19,222.17,villa nueva,food
502172,elena lima,m,2026-01-18,171.69,amatitlan,food
502087,diana aguilar,m,20/01/2026,desconocido,chimaltenango,retail
503898,miguel mejia,f,07/01/2026,"380,28",antigua,services
501291,daniel reyes,m,03/01/2026,desconocido,villa nueva,food
503212,miguel  soto,m,2026-01-08,170.19,antigua,food
504393,monica alvarez,f,2026-02-01,27.86,villa nueva,retail
500070,paola rojas,f,26/01/2026,370.08,guatemala,education
502412,sofia cruz,m,2026-02-14,208.04,villa nueva,food
500018,karla perez,f,26/02/2026,"141,71",guatemala,food
500872,miguel mendez,f,2026-02-23,352.43,mixco,food
504454,ana dominguez,m,2026-02-14,107.35,antigua,retail
503523,ana herrera,f,2026-01-25,"341,85",escuintla,retail
501312,andrea nunez,m,2026-02-26,desconocido,chimaltenango,services
504858,diana mendez,f,2026-02-16,desconocido,mixco,retail
501832,pablo herrera,f,2026-01-25,"251,05",amatitlan,services
502647,miguel herrera,f,2026-03-01,122.86,guatemala,food
500696,andrea mazariegos,f,08/01/2026,"457,66",quetzaltenango,food
502189,rene perez,m,2026-01-07,"135,09",amatitlan,education
502786,jose  herrera,m,11/01/2026,desconocido,guatemala,food
501673,rene paz,m,2026-02-26,"474,41",villa nueva,food
503026,jose morales,m,11/02/2026,"244,22",escuintla,food
502926,oscar herrera,m,2026-02-04,"29,46",escuintla,retail
502436,elena ramirez,m,13/01/2026,"295,69",escuintla,food
504122,hector fuentes,m,2026-01-19,"61,88",villa nueva,retail
503942,patricia hernandez,m,2026-02-08,"196,75",amatitlan,retail
501815,karla aguilar,f,20/01/2026,66.10,amatitlan,retail
504569,ana morales,m,10/01/2026,43.00,amatitlan,food
502205,patricia mejia,m,2026-01-25,302.46,mixco,retail
500224,rene  morales,f,2026-01-22,455.51,guatemala,education
504362,kevin soto,f,2026-02-23,"435,26",escuintla,retail
504702,kevin cruz,m,2026-01-12,342.14,escuintla,retail
500834,rene rojas,f,2026-01-31,57.25,escuintla,retail
502295,hector solis,m,2026-02-22,"108,39",mixco,retail
502434,kevin ruiz,f,2026-02-05,"330,91",escuintla,retail
500071,diana mendez,m,2026-01-15,222.38,guatemala,services
503878,daniel torres,m,17/01/2026,298.55,quetzaltenango,education
502470,patricia ramirez,f,2026-02-11,desconocido,mixco,education
502635,ana aguilar,m,05/02/2026,"353,25",guatemala,services
501693,gabriela gomez,f,16/02/2026,"278,57",chimaltenango,retail
502849,isabel dominguez,f,2026-01-14,"461,76",,food
503746,pablo lima,f,2026-01-09,"429,96",chimaltenango,education
503778,oscar lopez,f,2026-01-24,"171,48",escuintla,retail
500585,oscar dominguez,f,2026-02-05,"231,52",mixco,food
504891,juan soto,m,2026-01-09,"446,82",chimaltenango,education
504490,laura ramirez,m,2026-01-16,"5,72",escuintla,services
501140,kevin alvarez,f,24/01/2026,"222,82",escuintla,services
500737,andrea  aguilar,f,2026-01-15,4.86,guatemala,education
501243,daniel lima,f,2026-02-27,401.79,villa nueva,education
500641,maria cruz,f,2026-01-11,"413,58",amatitlan,food
502883,sofia vargas,f,2026-01-20,"301,88",villa nueva,education
504729,gustavo mejia,m,2026-01-29,desconocido,escuintla,food
502200,andrea mazariegos,f,2026-01-10,496.71,mixco,services
500448,ana mejia,m,26/01/2026,167.71,antigua,food
501717,daniel soto,m,20/01/2026,378.26,villa nueva,food
501426,gabriela mendez,m,2026-02-15,9.33,amatitlan,services
504867,diana mazariegos,m,08/01/2026,"364,06",mixco,education
502895,paola mendez,f,2026-01-30,desconocido,escuintla,retail
504029,andrea aguilar,m,2026-01-31,178.76,villa nueva,retail
501298,valeria mendez,m,15/02/2026,"407,43",quetzaltenango,education
504528,hector  torres,m,2026-02-10,"54,70",desconocido,education
502057,juan  lima,m,2026-02-17,"75,48",amatitlan,education
500006,luis molina,m,2026-02-06,255.71,mixco,services
501650,hector  gomez,m,07/02/2026,"406,17",mixco,food
504594,carlos reyes,f,2026-01-28,"311,74",quetzaltenango,food
504000,diana paz,m,2026-01-14,desconocido,guatemala,food
501217,jose  herrera,m,2026-01-02,"407,96",quetzaltenango,education
501137,oscar reyes,f,2026-02-07,201.48,quetzaltenango,education
501342,kevin solis,f,2026-02-20,411.56,escuintla,education
503206,miguel molina,m,2026-02-19,324.24,guatemala,education
501698,valeria solis,f,2026-01-01,354.07,amatitlan,retail
500929,elena nunez,f,2026-02-02,224.00,antigua,services
504747,fernando  ramirez,m,13/02/2026,38.76,quetzaltenango,services
502315,carmen  ruiz,f,2026-01-10,491.71,quetzaltenango,education
504449,maria vargas,m,2026-02-26,"299,82",amatitlan,services
501095,luis castillo,m,19/02/2026,desconocido,,services
500478,ricardo mejia,f,2026-01-31,"2,95",guatemala,services
502565,patricia solis,f,2026-02-12,233.37,antigua,education
500047,juan soto,m,19/02/2026,"111,34",quetzaltenango,services
504885,isabel gomez,f,2026-02-15,"311,41",mixco,food
504558,ricardo mendez,m,2026-02-20,"127,98",antigua,food
500382,jose  hernandez,m,2026-02-03,"420,71",quetzaltenango,food
503287,ricardo  lopez,m,14/02/2026,"245,83",amatitlan,retail
502031,sofia  ruiz,m,2026-02-05,"12,44",antigua,services
501208,juan diaz,m,2026-01-12,126.96,mixco,food
500822,isabel mejia,f,23/01/2026,"102,84",mixco,services
502369,oscar fuentes,m,2026-02-03,"58,42",guatemala,education
502911,rene herrera,m,2026-02-22,"65,27",villa nueva,retail
502449,daniel  mejia,f,2026-02-21,desconocido,escuintla,food
502973,paola lima,m,2026-02-27,"387,96",villa nueva,retail
501189,karla reyes,f,2026-02-27,23.07,quetzaltenango,services
502987,miguel alvarez,m,2026-02-12,265.49,quetzaltenango,food
503335,sofia aguilar,f,2026-01-26,"428,32",quetzaltenango,retail
500809,monica mazariegos,m,2026-03-01,"36,11",chimaltenango,education
504842,gabriela  cruz,f,09/01/2026,desconocido,mixco,food
503473,daniel fuentes,m,2026-03-01,"317,79",villa nueva,education
500629,daniel mejia,m,02/01/2026,267.85,antigua,education
502252,hector flores,f,09/01/2026,317.39,escuintla,retail
504274,laura lopez,f,2026-02-15,"89,83",mixco,retail
504624,elena ruiz,m,2026-01-07,"21,28",antigua,services
500647,ana ramirez,m,2026-01-03,desconocido,villa nueva,retail
504749,diana  ramirez,m,2026-01-24,35.45,escuintla,food
500738,pedro castillo,m,18/02/2026,desconocido,amatitlan,retail
502248,monica reyes,m,2026-01-09,"492,13",amatitlan,services
503838,luis perez,m,2026-01-12,244.83,amatitlan,services
503601,gabriela nunez,m,09/01/2026,"335,78",mixco,retail
502778,hector lopez,f,2026-02-21,254.95,guatemala,services
502303,karla fuentes,m,27/01/2026,56.29,amatitlan,retail
504812,carmen  diaz,m,08/02/2026,desconocido,villa nueva,retail
503949,monica hernandez,m,2026-02-16,"14,40",escuintla,food
500601,pedro  vargas,f,2026-02-04,"154,48",desconocido,retail
504276,kevin hernandez,m,2026-03-01,"182,13",quetzaltenango,food
502834,diana ramirez,m,2026-01-08,"302,19",guatemala,services
500995,paola mendez,f,28/02/2026,"495,66",quetzaltenango,education
500598,maria lopez,m,2026-01-24,424.56,chimaltenango,retail
501341,laura flores,f,2026-01-17,"368,52",quetzaltenango,food
500335,rene gomez,m,2026-01-19,"177,96",quetzaltenango,retail
502034,isabel ruiz,f,25/01/2026,445.95,chimaltenango,education
504226,ricardo ruiz,m,25/01/2026,"391,06",antigua,food
502582,pedro dominguez,f,29/01/2026,428.51,guatemala,services
501659,karla dominguez,f,28/01/2026,"468,76",escuintla,education
501782,oscar gomez,f,2026-02-15,"469,79",chimaltenango,food
501018,maria  morales,desconocido,24/02/2026,desconocido,villa nueva,education
503894,andrea perez,f,2026-02-25,"410,33",villa nueva,services
504573,jose lima,f,2026-01-18,329.09,mixco,services
502994,fernando flores,m,11/02/2026,487.23,villa nueva,education
500084,isabel alvarez,m,2026-01-13,59.46,villa nueva,food
503320,hector cruz,m,2026-02-14,desconocido,amatitlan,education
504716,diana aguilar,f,2026-02-27,"318,45",mixco,retail
501953,jose castillo,m,2026-01-29,200.84,mixco,retail
503496,juan  paz,m,11/01/2026,356.56,quetzaltenango,retail
502559,gabriela alvarez,f,2026-01-15,406.40,antigua,education
503199,gustavo  mazariegos,m,2026-02-02,"291,06",mixco,food
503300,fernando gomez,m,2026-02-23,424.53,guatemala,food
502330,pablo  gomez,m,2026-01-05,"69,10",mixco,food
504308,gabriela perez,m,24/02/2026,"463,61",villa nueva,services
500305,luis ruiz,m,2026-01-18,"236,12",antigua,education
500424,juan perez,f,2026-01-09,249.57,mixco,food
504249,daniel  reyes,m,2026-02-11,457.06,quetzaltenango,retail
502069,karla nunez,f,13/02/2026,175.35,desconocido,services
504084,andrea lima,f,2026-01-14,"175,31",escuintla,services
502768,isabel  torres,f,2026-01-05,"131,40",villa nueva,retail
500391,andrea torres,f,08/02/2026,27.14,mixco,retail
501077,luis castillo,f,2026-01-11,41.42,guatemala,education
501393,hector lopez,,03/01/2026,"172,71",villa nueva,retail
500013,daniel  molina,m,2026-02-02,5.68,antigua,food
501575,paola lopez,m,2026-02-18,323.37,villa nueva,retail
500866,karla gomez,m,2026-01-20,75.42,escuintla,services
501442,pedro flores,f,14/01/2026,78.29,chimaltenango,education
503924,gustavo alvarez,m,2026-01-08,"478,68",chimaltenango,education
501852,ana torres,f,2026-01-24,315.91,antigua,retail
504251,ana rojas,f,01/02/2026,378.62,villa nueva,food
504389,luis soto,f,2026-01-11,487.69,antigua,education
502389,gustavo alvarez,f,2026-02-20,181.54,antigua,food
503213,pedro paz,m,2026-02-16,"279,14",desconocido,retail
503001,andrea ramirez,f,18/01/2026,"388,49",quetzaltenango,education
501377,pablo alvarez,f,2026-02-17,425.39,mixco,food
504350,gustavo soto,f,2026-02-23,419.46,villa nueva,education
501378,miguel paz,f,28/01/2026,"99,58",villa nueva,food
501751,monica paz,f,05/02/2026,"276,18",antigua,education
501644,valeria castillo,m,2026-01-07,desconocido,guatemala,retail
500765,gabriela gomez,m,2026-01-15,"494,90",villa nueva,services
500998,andrea reyes,m,2026-02-10,213.58,escuintla,education
503971,carlos  diaz,m,28/02/2026,"140,80",amatitlan,services
501427,pedro fuentes,m,2026-02-19,"68,41",,services
503835,pedro  mazariegos,m,2026-02-24,173.81,mixco,retail
503221,luis  alvarez,f,19/02/2026,379.17,mixco,services
501694,karla ortega,f,2026-02-13,"3,77",amatitlan,food
500356,paola ruiz,m,15/02/2026,444.72,villa nueva,services
500103,diana aguilar,m,2026-02-19,"87,29",mixco,retail
500751,juan soto,f,2026-02-26,"82,23",amatitlan,services
503257,valeria mejia,f,2026-02-07,"285,46",chimaltenango,education
503837,sofia vargas,f,2026-01-27,53.40,antigua,services
503281,ana herrera,m,2026-01-06,"188,47",escuintla,education
503039,carlos mejia,f,2026-02-19,desconocido,,education
500036,gustavo molina,f,2026-01-31,124.74,antigua,services
503317,diana nunez,m,2026-02-16,362.92,antigua,services
503404,maria lopez,m,2026-03-01,327.12,antigua,food
500016,monica diaz,f,2026-01-08,470.51,mixco,education
503076,gabriela paz,f,2026-02-12,desconocido,guatemala,food
502419,patricia lopez,m,2026-01-14,"445,56",villa nueva,food
502957,gabriela  fuentes,m,2026-02-02,120.91,escuintla,education
501988,gustavo perez,m,2026-02-20,"432,00",quetzaltenango,retail
503249,jose paz,f,18/01/2026,"104,65",mixco,education
500525,ricardo torres,m,28/01/2026,"33,97",chimaltenango,services
501483,monica molina,f,2026-02-19,"60,69",chimaltenango,food
500700,karla dominguez,m,12/01/2026,214.28,quetzaltenango,education
501956,valeria vargas,f,2026-02-01,"64,12",chimaltenango,services
502328,hector ramirez,m,18/02/2026,405.33,amatitlan,services
504146,monica castillo,f,24/01/2026,"471,05",chimaltenango,retail
500658,valeria reyes,f,2026-02-04,251.58,desconocido,services
500019,juan diaz,m,2026-02-28,275.85,villa nueva,education
502818,carlos ortega,desconocido,2026-02-13,157.52,guatemala,retail
500012,carlos morales,m,2026-02-25,desconocido,chimaltenango,retail
504588,gustavo ruiz,f,2026-01-18,"245,04",antigua,retail
504840,carmen molina,f,08/01/2026,"107,70",desconocido,retail
501633,ricardo ramirez,m,03/02/2026,desconocido,escuintla,food
501121,maria lima,f,2026-01-07,82.68,amatitlan,retail
501987,hector alvarez,m,27/01/2026,"286,48",chimaltenango,food
501871,laura aguilar,m,2026-03-01,desconocido,guatemala,services
503783,andrea castillo,desconocido,2026-02-05,396.47,mixco,education
503579,sofia alvarez,f,2026-02-10,"190,23",quetzaltenango,education
501416,maria nunez,m,2026-02-24,63.06,amatitlan,food
504294,karla herrera,f,2026-01-24,"81,62",villa nueva,services
501992,laura rojas,f,2026-01-01,183.70,quetzaltenango,education
500029,gustavo  perez,m,2026-02-21,"58,92",antigua,food
504853,sofia  cruz,f,2026-02-19,desconocido,escuintla,services
503159,patricia cruz,f,26/01/2026,"43,58",villa nueva,retail
503964,patricia soto,f,14/02/2026,86.96,guatemala,services
501267,juan hernandez,f,2026-01-20,desconocido,mixco,food
502962,valeria  morales,f,2026-02-19,431.56,escuintla,food
503856,kevin  herrera,f,2026-02-26,"196,04",amatitlan,education
501495,rene soto,f,06/01/2026,"493,16",antigua,education
501358,andrea lima,f,2026-01-19,"182,98",guatemala,services
502184,gabriela lopez,f,2026-01-03,desconocido,quetzaltenango,education
502494,carlos alvarez,m,18/01/2026,273.70,chimaltenango,services
504748,laura fuentes,m,06/02/2026,"184,22",quetzaltenango,food
503858,andrea torres,m,2026-01-15,"129,02",villa nueva,services
501937,maria hernandez,m,15/01/2026,"50,33",antigua,services
501963,hector gomez,m,2026-02-26,98.65,amatitlan,services
503316,carmen  rojas,m,2026-01-25,"292,16",amatitlan,services
504810,valeria paz,m,2026-01-03,68.99,amatitlan,education
504533,gabriela mendez,m,2026-02-03,"194,12",mixco,education
502153,pedro soto,m,12/02/2026,"306,66",escuintla,services
504770,kevin herrera,m,2026-01-06,235.65,escuintla,education
503940,karla lopez,f,27/01/2026,"444,20",desconocido,retail
504670,carmen  cruz,f,2026-01-14,247.47,escuintla,retail
502030,elena morales,f,2026-02-11,411.98,quetzaltenango,retail
501523,sofia torres,m,2026-01-09,22.59,villa nueva,education
502882,sofia ortega,m,2026-02-26,65.44,guatemala,education
503929,hector molina,m,2026-01-07,"104,15",villa nueva,education
504392,juan alvarez,f,18/02/2026,88.11,mixco,education
501901,jose mazariegos,m,2026-01-30,272.87,villa nueva,education
500769,fernando dominguez,f,02/02/2026,497.65,guatemala,services
503515,hector solis,f,2026-01-11,57.67,escuintla,education
504869,pablo torres,m,2026-02-27,142.33,escuintla,education
504746,miguel aguilar,,2026-02-04,"316,91",amatitlan,education
502212,patricia aguilar,f,2026-01-29,"94,28",desconocido,retail
501335,paola  dominguez,m,27/02/2026,"203,22",amatitlan,food
501473,gabriela molina,m,2026-02-11,47.89,villa nueva,education
501606,ana cruz,f,2026-01-14,377.82,villa nueva,services
501735,karla nunez,m,2026-01-19,desconocido,mixco,services
500022,elena lopez,f,23/01/2026,"6,33",escuintla,food
500201,pablo lopez,f,2026-01-11,"280,25",villa nueva,retail
502144,paola paz,m,2026-02-26,"83,27",mixco,services
500897,daniel vargas,f,2026-02-13,"161,83",desconocido,food
503626,sofia ramirez,f,2026-01-09,113.83,guatemala,retail
504207,valeria hernandez,m,2026-02-01,desconocido,amatitlan,retail
504799,karla ortega,m,2026-01-24,326.67,villa nueva,retail
501620,carlos solis,f,2026-02-05,394.92,villa nueva,retail
500164,luis ramirez,m,2026-02-28,"152,52",antigua,education
503263,gabriela ortega,f,08/02/2026,"77,04",villa nueva,services
501248,ana mejia,m,2026-01-22,44.63,amatitlan,education
502289,sofia dominguez,f,2026-02-10,"179,29",guatemala,education
503434,elena reyes,f,2026-02-24,"465,12",amatitlan,services
503993,ana lopez,f,2026-01-13,"101,28",amatitlan,food
501947,valeria castillo,m,2026-02-06,"385,55",villa nueva,services
502812,luis castillo,m,13/01/2026,"497,42",chimaltenango,food
501834,laura mejia,m,09/02/2026,129.29,escuintla,retail
503361,maria gomez,m,13/01/2026,"75,17",chimaltenango,services
503791,juan soto,m,27/02/2026,259.66,chimaltenango,education
502463,pablo  nunez,m,2026-02-13,135.04,quetzaltenango,food
502133,luis  torres,f,2026-02-15,"328,25",villa nueva,retail
504666,luis fuentes,m,2026-02-12,301.57,villa nueva,retail
500745,hector ramirez,m,2026-02-09,desconocido,amatitlan,retail
503153,daniel paz,m,18/02/2026,"126,52",escuintla,retail
502331,rene mazariegos,m,01/02/2026,desconocido,quetzaltenango,retail
501837,luis ramirez,m,2026-02-01,250.65,amatitlan,food
504178,gabriela  gomez,f,2026-01-14,"357,68",mixco,retail
503111,andrea castillo,m,2026-01-28,"151,85",amatitlan,education
501207,elena castillo,f,2026-02-26,"477,14",amatitlan,food
502156,luis ortega,f,2026-02-22,412.48,escuintla,education
502151,karla morales,m,2026-02-06,"398,48",antigua,services
503502,carmen soto,f,2026-01-29,102.90,antigua,services
500371,pedro ruiz,,2026-01-09,"110,24",amatitlan,retail
503535,ana molina,m,2026-02-19,119.08,villa nueva,services
502955,isabel rojas,f,10/02/2026,"58,38",antigua,food
500493,kevin herrera,m,09/02/2026,174.73,chimaltenango,education
501162,diana vargas,f,2026-02-08,"372,31",amatitlan,food
500152,ana nunez,m,2026-02-13,211.96,antigua,services
503674,fernando vargas,m,2026-02-16,103.66,guatemala,food
500357,andrea  aguilar,f,2026-01-06,desconocido,mixco,services
501296,juan mendez,m,2026-02-13,desconocido,chimaltenango,food
502533,hector vargas,f,27/02/2026,13.34,desconocido,retail
501974,isabel soto,m,20/02/2026,desconocido,villa nueva,services
500145,monica alvarez,m,2026-02-10,305.75,amatitlan,retail
502443,isabel reyes,m,2026-02-14,347.84,escuintla,education
502337,gustavo aguilar,f,2026-02-06,"126,52",guatemala,food
503704,gustavo fuentes,m,2026-01-29,138.27,villa nueva,services
500874,daniel aguilar,m,2026-01-28,"441,25",villa nueva,services
501324,isabel aguilar,m,2026-02-02,93.94,antigua,retail
504283,ricardo cruz,m,18/02/2026,"344,80",amatitlan,food
500027,elena diaz,f,01/03/2026,"43,26",antigua,education
500433,monica aguilar,f,2026-02-26,59.37,antigua,services
504481,pedro fuentes,m,02/02/2026,"311,53",chimaltenango,food
504460,ana  molina,,2026-02-03,135.99,quetzaltenango,retail
502678,carmen reyes,f,28/02/2026,desconocido,chimaltenango,retail
504354,elena diaz,f,28/02/2026,21.42,escuintla,food
501457,oscar lima,f,2026-01-04,198.53,quetzaltenango,food
503527,juan castillo,f,2026-02-19,324.64,guatemala,retail
500137,pablo  mendez,f,22/02/2026,"100,55",villa nueva,services
504636,ricardo fuentes,m,2026-02-01,"271,65",chimaltenango,food
502481,gabriela reyes,f,11/02/2026,"91,22",villa nueva,education
502012,karla diaz,f,2026-02-19,388.17,escuintla,food
502615,patricia fuentes,desconocido,2026-02-23,desconocido,amatitlan,retail
501777,oscar perez,f,28/02/2026,257.85,mixco,education
500262,sofia mejia,f,24/02/2026,99.92,amatitlan,food
502549,ana  soto,f,2026-01-06,"6,51",chimaltenango,services
500128,rene herrera,,08/01/2026,"112,15",quetzaltenango,education
504127,monica molina,m,2026-01-05,"84,37",antigua,education
502899,luis solis,m,2026-01-24,207.66,guatemala,education
500395,paola rojas,f,26/01/2026,376.14,guatemala,retail
504655,elena flores,f,2026-02-23,"485,47",antigua,retail
503590,patricia lopez,f,12/01/2026,63.40,antigua,services
503514,diana soto,m,2026-01-08,"404,84",escuintla,services
504348,valeria flores,f,2026-01-17,"14,46",guatemala,services
500515,oscar castillo,m,19/01/2026,"325,01",quetzaltenango,food
501586,carmen aguilar,m,08/01/2026,"467,46",quetzaltenango,food
500241,daniel mazariegos,m,2026-01-01,240.19,villa nueva,education
502341,hector  ramirez,desconocido,2026-01-13,"341,12",antigua,services
503384,sofia flores,f,2026-01-21,321.59,mixco,education
500722,andrea ruiz,f,2026-02-10,196.74,guatemala,retail
500726,pedro  lopez,m,2026-01-18,478.75,antigua,food
502802,carmen reyes,f,2026-02-17,320.77,chimaltenango,retail
502150,laura aguilar,,2026-01-04,"276,41",amatitlan,retail
501022,elena soto,m,28/02/2026,383.70,chimaltenango,services
500178,jose reyes,m,05/01/2026,"477,94",escuintla,food
500510,juan gomez,m,2026-02-14,"125,87",mixco,services
504779,oscar perez,m,03/01/2026,"234,06",chimaltenango,food
501397,maria castillo,f,2026-01-30,"45,60",escuintla,retail
502473,isabel lima,m,2026-02-28,"149,86",quetzaltenango,retail
500217,elena ortega,f,2026-02-02,168.45,villa nueva,services
501199,andrea reyes,f,2026-01-29,"119,86",quetzaltenango,retail
500101,luis hernandez,f,2026-01-06,"38,76",antigua,education
503013,juan castillo,f,2026-02-24,desconocido,villa nueva,food
500652,rene diaz,f,23/02/2026,"307,69",,retail
503240,carmen ortega,m,27/02/2026,"478,92",guatemala,retail
502109,carlos ramirez,f,18/02/2026,"93,22",villa nueva,food
504771,sofia alvarez,f,10/01/2026,459.48,antigua,food
504888,maria rojas,m,2026-02-04,228.73,amatitlan,retail
501803,diana lima,f,06/01/2026,"141,37",villa nueva,education
501671,patricia paz,m,2026-02-26,"423,84",amatitlan,services
500412,pedro molina,f,21/02/2026,53.46,amatitlan,education
500059,rene alvarez,f,2026-02-28,442.52,guatemala,services
501979,elena rojas,f,2026-01-11,364.80,villa nueva,food
504258,pablo  torres,f,2026-01-21,399.32,chimaltenango,services
503552,pedro  perez,m,21/01/2026,"428,36",antigua,retail
504016,juan diaz,f,01/02/2026,103.99,antigua,retail
504176,paola lima,m,2026-01-03,495.34,escuintla,retail
502273,patricia reyes,m,2026-02-21,"40,16",mixco,services
501056,karla  reyes,m,22/02/2026,desconocido,mixco,retail
501475,ricardo lopez,f,2026-01-28,"190,30",guatemala,education
501637,oscar mendez,m,2026-01-22,"174,63",mixco,retail
501573,pedro mazariegos,m,23/01/2026,"115,05",amatitlan,education
503338,maria soto,f,03/02/2026,"432,59",quetzaltenango,food
502546,miguel alvarez,m,2026-01-12,"432,32",guatemala,food
500049,laura  soto,f,01/03/2026,"272,32",guatemala,food
501565,gustavo hernandez,f,17/02/2026,"420,44",antigua,retail
504296,patricia mazariegos,f,2026-02-26,31.37,chimaltenango,services
503636,carmen alvarez,m,2026-01-18,"17,16",amatitlan,food
502572,luis ruiz,m,11/01/2026,"67,59",amatitlan,retail
503114,laura nunez,f,28/01/2026,"256,50",villa nueva,services
501691,rene herrera,f,27/01/2026,315.27,villa nueva,education
503598,carmen mazariegos,f,26/01/2026,336.90,desconocido,education
503747,juan fuentes,f,18/01/2026,432.33,villa nueva,education
500250,patricia diaz,f,2026-01-20,"169,39",escuintla,retail
504728,ana molina,f,2026-01-23,"428,15",quetzaltenango,retail
503794,isabel cruz,m,09/01/2026,"163,71",guatemala,retail
502828,rene hernandez,f,2026-01-30,desconocido,villa nueva,services
504109,gabriela herrera,f,2026-01-07,"445,15",escuintla,education
503976,pedro lopez,m,2026-01-11,"250,14",quetzaltenango,retail
503456,ana  alvarez,m,2026-02-28,227.57,escuintla,education
504370,carlos ruiz,m,02/01/2026,460.06,quetzaltenango,food
503274,carlos fuentes,m,2026-01-29,"168,87",mixco,education
504722,ricardo morales,f,2026-02-27,8.69,amatitlan,services
501624,monica lopez,m,2026-02-11,"328,98",amatitlan,food
500945,karla  torres,m,14/02/2026,346.04,amatitlan,food
504672,carmen fuentes,,2026-02-27,483.09,quetzaltenango,education
504756,luis fuentes,m,27/02/2026,39.01,amatitlan,services
501170,pedro flores,f,04/01/2026,118.92,mixco,education
502335,maria lima,f,19/01/2026,"251,96",mixco,services
502597,oscar perez,m,23/01/2026,"392,65",quetzaltenango,retail
502283,carmen ramirez,f,26/02/2026,487.31,quetzaltenango,services
503869,isabel castillo,m,2026-01-09,"29,74",amatitlan,education
501233,pablo herrera,m,2026-02-04,129.49,amatitlan,food
504634,laura mendez,m,08/01/2026,"114,37",guatemala,food
502027,fernando ortega,m,18/02/2026,484.25,mixco,services
501823,patricia ramirez,f,2026-02-15,133.85,quetzaltenango,retail
503072,juan molina,m,2026-02-04,261.19,amatitlan,food
501770,maria soto,m,09/01/2026,"89,98",escuintla,retail
503611,laura  solis,f,2026-01-14,"398,27",antigua,retail
503847,isabel mazariegos,m,16/02/2026,"97,17",escuintla,education
503134,ana nunez,f,2026-01-26,217.46,mixco,food
501649,maria gomez,m,2026-02-07,"100,72",quetzaltenango,services
503973,gustavo ruiz,f,29/01/2026,219.89,quetzaltenango,education
501444,carlos lopez,f,23/01/2026,"275,86",mixco,education
504373,pedro ortega,f,2026-02-17,485.79,amatitlan,retail
501441,luis molina,f,01/01/2026,198.73,guatemala,food
504406,isabel nunez,f,31/01/2026,"146,17",escuintla,food
502036,luis cruz,m,2026-01-16,298.15,guatemala,retail
501818,miguel aguilar,m,2026-02-15,"194,23",escuintla,education
504450,oscar diaz,m,06/02/2026,106.47,mixco,food
500931,gabriela aguilar,m,2026-01-03,263.64,quetzaltenango,retail
503486,luis morales,f,2026-02-25,"331,18",escuintla,food
500456,gustavo flores,m,2026-01-18,82.04,mixco,retail
504649,carmen castillo,m,2026-01-03,"265,79",guatemala,food
504474,ricardo fuentes,m,2026-02-12,343.21,antigua,services
501235,fernando herrera,m,2026-01-28,128.57,amatitlan,food
504278,rene nunez,m,2026-02-04,91.21,guatemala,services
504511,miguel torres,m,2026-01-11,371.60,mixco,retail
500965,isabel aguilar,f,2026-01-31,407.28,quetzaltenango,food
501124,carlos paz,f,2026-03-01,"367,63",antigua,retail
500846,miguel diaz,f,2026-01-10,277.55,chimaltenango,services
501680,kevin solis,m,02/02/2026,"264,39",antigua,services
502527,hector morales,f,2026-02-20,desconocido,chimaltenango,food
500830,paola mejia,m,2026-01-06,50.04,antigua,food
504138,sofia vargas,m,2026-01-08,15.64,quetzaltenango,education
503224,elena lima,f,25/01/2026,61.02,chimaltenango,retail
500129,elena reyes,f,2026-02-08,115.06,amatitlan,education
500247,hector cruz,f,16/01/2026,"200,01",villa nueva,education
502268,sofia ortega,m,2026-01-28,"191,67",quetzaltenango,food
501497,pedro herrera,f,2026-01-04,381.48,quetzaltenango,education
503941,fernando herrera,f,2026-02-04,97.19,antigua,retail
502698,diana vargas,f,18/02/2026,"29,65",chimaltenango,food
502003,sofia torres,m,18/01/2026,"430,10",quetzaltenango,services
502788,fernando ortega,f,12/02/2026,desconocido,quetzaltenango,services
504644,monica mazariegos,f,28/01/2026,56.27,guatemala,retail
501068,gustavo morales,m,2026-02-28,493.32,guatemala,food
502616,diana ruiz,f,2026-02-09,"331,39",amatitlan,retail
503107,monica diaz,m,2026-02-05,136.88,guatemala,food
502517,gabriela mejia,m,2026-02-16,337.27,antigua,services
500454,pablo ruiz,f,02/02/2026,446.51,,retail
502318,valeria fuentes,m,2026-03-01,"398,25",guatemala,retail
502275,gustavo herrera,f,2026-02-05,"108,73",guatemala,retail
502687,elena ortega,f,2026-01-27,"190,98",chimaltenango,food
504643,patricia  fuentes,m,03/02/2026,"91,36",antigua,food
502492,juan  castillo,f,2026-02-08,497.13,quetzaltenango,food
501977,isabel dominguez,m,2026-02-14,131.70,mixco,food
502203,gabriela lima,f,13/02/2026,225.00,amatitlan,retail
501739,paola fuentes,f,2026-02-25,465.78,mixco,retail
500565,diana lima,m,12/02/2026,22.31,amatitlan,food
